연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
3025,일반음식점,효진,제주특별자치도 제주시 동문로 35-1 (일도일동(동문로 55)외 1필지 (1984-23)),제주특별자치도 제주시 일도일동 1084번지 13호 (동문로 55)외 1필지 (1984-23) ,26.25,064-724-6429,까페
3026,일반음식점,태백이집,제주특별자치도 제주시 관덕로15길 3-10 (일도일동(간수로 9)),제주특별자치도 제주시 일도일동 1476번지 36호 (간수로 9) ,32.94,,기타
3027,일반음식점,그옛맛,제주특별자치도 제주시 서사로24길 12 (삼도일동(삼오3로 20)),제주특별자치도 제주시 삼도일동 567번지 10호 (삼오3로 20) ,96.26,064-758-5532,한식
3028,일반음식점,마라양꼬치,제주특별자치도 제주시 노연로 142 (연동),제주특별자치도 제주시 연동 294번지 119호 ,72,064-711-8305,한식
3029,일반음식점,마쯔리,제주특별자치도 제주시 광양13길 10 (이도이동),제주특별자치도 제주시 이도이동 1181번지 3호 ,101.59,064-758-6358,경양식
3030,일반음식점,마이프렌,제주특별자치도 제주시 신성로 21 (도남동(신성로 20)),제주특별자치도 제주시 도남동 902번지 26호 (신성로 20) ,46.3,064-758-5492,호프/통닭
3031,일반음식점,선화,제주특별자치도 제주시 평전길 1 (삼도일동(1층)),제주특별자치도 제주시 삼도일동 519번지 11호 (1층) ,29.4,064-724-5070,한식
3032,일반음식점,미나리,제주특별자치도 제주시 삼무로11길 34 (연동(삼무1로 9)),제주특별자치도 제주시 연동 291번지 24호 (삼무1로 9) ,102.7,064-744-3625,한식
3033,일반음식점,삼대국수회관신제주점,제주특별자치도 제주시 신대로20길 32 (연동),제주특별자치도 제주시 연동 295번지 ,124.25,064-747-9493,한식
3034,일반음식점,호,제주특별자치도 제주시 원노형남1길 17 1층 (노형동),제주특별자치도 제주시 노형동 929번지 15호 ,52.8,064-713-7898,까페
3035,일반음식점,대한상회화북점,제주특별자치도 제주시 일주동로 260 (화북일동),제주특별자치도 제주시 화북일동 11번지 2호 ,93,064-721-2225,한식
3036,일반음식점,돈일깡통구이,제주특별자치도 제주시 연수로1길 2 (일도이동),제주특별자치도 제주시 일도이동 68번지 1호 ,97,,식육(숯불구이)
3037,일반음식점,진지상,제주특별자치도 제주시 다랑곶길 10 (노형동(다랑굿로 14) 101호),제주특별자치도 제주시 노형동 1289번지 1호 (다랑굿로 14) 101호 ,100.26,064-746-8245,한식
3038,일반음식점,이가촌,제주특별자치도 제주시 연북로 164 (연동),제주특별자치도 제주시 연동 444번지 ,96.7,064-744-8100,한식
3039,일반음식점,오일장보쌈,제주특별자치도 제주시 남광로 7 (이도이동),제주특별자치도 제주시 이도이동 1081번지 8호 ,94,064-752-1323,한식
3040,일반음식점,1950하우스휴게소,,제주특별자치도 제주시 애월읍 유수암리 1023번지 ,98.62,064-799-6777,기타
3041,일반음식점,명품치킨,제주특별자치도 제주시 한경면 두신로 81,제주특별자치도 제주시 한경면 신창리 271번지 ,85.87,,통닭(치킨)
3042,일반음식점,시골마을,제주특별자치도 제주시 한림읍 한수풀로 263,제주특별자치도 제주시 한림읍 귀덕리 2290번지 ,31.85,064-796-6707,한식
3043,일반음식점,동코스그늘집,,제주특별자치도 제주시 한림읍 금악리 산 54번지 외 6필지 ,77.4,064-799-2200,기타
3044,일반음식점,새큰이가든,제주특별자치도 제주시 애월읍 애원로 198,제주특별자치도 제주시 애월읍 애월리 72번지 5호 ,97.2,064-799-9080,한식
3045,일반음식점,호식이두마리치킨구좌세화점,제주특별자치도 제주시 구좌읍 구좌로 22 1층,제주특별자치도 제주시 구좌읍 세화리 1535번지 3호 ,38,064-782-7864,한식
3046,일반음식점,꿀꿀이삼겹살,제주특별자치도 제주시 한림읍 사가길 4,제주특별자치도 제주시 한림읍 한림리 1350번지 3호 ,35.54,070-8690-0525,식육(숯불구이)
3047,일반음식점,(주)블랙스톤리조트호텔레스토랑,,제주특별자치도 제주시 한림읍 금악리 산 54번지 외 6필지 ,566.73,064-795-2200,한식
3048,일반음식점,한림깡통집,제주특별자치도 제주시 한림읍 한림중앙로 31,제주특별자치도 제주시 한림읍 한림리 1197번지 1호 ,36.6,064-796-0095,한식
3049,일반음식점,편안호텔,제주특별자치도 제주시 애월읍 광령평화8길 20,제주특별자치도 제주시 애월읍 광령리 929번지 ,184.59,064-748-8668,한식
3050,일반음식점,뉴코리아유스호스텔(백록홀),제주특별자치도 제주시 애월읍 하소로 769-15,제주특별자치도 제주시 애월읍 유수암리 2862번지 ,480.18,064-799-7001,한식
3051,일반음식점,뉴코리아유스호스텔 (탐라홀),제주특별자치도 제주시 애월읍 하소로 769-15,제주특별자치도 제주시 애월읍 유수암리 2862번지 ,148.68,064-799-7001,한식
3052,일반음식점,테우,제주특별자치도 제주시 조천읍 조함해안로 418,제주특별자치도 제주시 조천읍 함덕리 3139번지 외1필지(3139-1) ,97.15,064-783-0740,회집
3053,일반음식점,마당집,제주특별자치도 제주시 한림읍 한림로12길 1-4 1층,제주특별자치도 제주시 한림읍 한림리 1300번지 1호 ,62.82,,식육(숯불구이)
3054,일반음식점,일출갈비,제주특별자치도 제주시 한림읍 월령안길 5-7 (제1호),제주특별자치도 제주시 한림읍 월령리 395번지 1호 제1호(1층) ,72.45,,식육(숯불구이)
3055,일반음식점,고기에땅,,제주특별자치도 제주시 조천읍 함덕리 2930번지 4호 ,85,064-782-8452,식육(숯불구이)
3056,일반음식점,집밥손가네,제주특별자치도 제주시 조천읍 신북로 537,제주특별자치도 제주시 조천읍 함덕리 1002번지 10호 ,33,064-784-5223,분식
3057,일반음식점,송가네손칼국수,제주특별자치도 제주시 구좌읍 세평항로 46-6,제주특별자치도 제주시 구좌읍 세화리 3643번지 1호 ,28.8,064-782-1456,한식
3058,일반음식점,산너머남촌에는,제주특별자치도 제주시 다랑곶7길 33 1층 (노형동),제주특별자치도 제주시 노형동 1048번지 1호 ,98.65,064-799-9233,한식
3059,일반음식점,대촌미락,제주특별자치도 제주시 조천읍 조함해안로 482-1,제주특별자치도 제주시 조천읍 함덕리 1252번지 40호 ,211.76,064-784-5666,회집
3060,일반음식점,더제주리조트,제주특별자치도 제주시 한림읍 협재로 226 (외 1필지),제주특별자치도 제주시 한림읍 협재리 876번지 3호 외 1필지 ,246.99,064-796-8191,한식
3061,일반음식점,천년의섬,제주특별자치도 제주시 한림읍 비양도길 8,제주특별자치도 제주시 한림읍 협재리 3024번지 ,65.3,064-796-0460,한식
3062,일반음식점,협재만섬,제주특별자치도 제주시 한림읍 한림로 329-2,제주특별자치도 제주시 한림읍 협재리 2447번지 41호 ,108.68,,기타
3063,일반음식점,선미네,제주특별자치도 제주시 구좌읍 세화3길 4 1층,제주특별자치도 제주시 구좌읍 세화리 1452번지 1호 ,85.8,064-782-5550,한식
3064,일반음식점,방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212 제1동 1층,제주특별자치도 제주시 조천읍 선흘리 2039번지 1호 ,194.14,064-783-1253,한식
3065,일반음식점,길섶나그네,제주특별자치도 제주시 조천읍 미래로 241,제주특별자치도 제주시 조천읍 와산리 1303번지 6호 ,268.01,064-782-5970,전통찻집
3066,일반음식점,창성숯불갈비,제주특별자치도 제주시 한림읍 명랑로4길 27,제주특별자치도 제주시 한림읍 한림리 971번지 1호 ,101.33,064-796-4745,기타
3067,일반음식점,준반점,제주특별자치도 제주시 조천읍 조함해안로 528,제주특별자치도 제주시 조천읍 함덕리 1004번지 29호 ,79.02,064-782-3936,중국식
3068,일반음식점,부가네얼큰이하귀점,제주특별자치도 제주시 애월읍 하귀로 50,제주특별자치도 제주시 애월읍 하귀2리 1884번지 2호 ,48,,통닭(치킨)
3069,일반음식점,굽네치킨아라점,제주특별자치도 제주시 중앙로 578 (아라일동 상가2호),제주특별자치도 제주시 아라일동 1718번지 3호 상가2호 ,36.54,064-702-9294,통닭(치킨)
3070,일반음식점,다인가든1호점,제주특별자치도 제주시 애월읍 애월해안로 400-9 1층,제주특별자치도 제주시 애월읍 고내리 79번지 10호 ,99,064-799-2612,한식
3071,일반음식점,맛있는참세상,제주특별자치도 제주시 한경면 용금로 496 1층,제주특별자치도 제주시 한경면 조수리 116번지 4호 ,29.7,064-799-0490,통닭(치킨)
3072,일반음식점,요강깨는장어,제주특별자치도 제주시 중앙로 23 (건입동 성산빌딩),제주특별자치도 제주시 건입동 1421번지 1호 성산빌딩(1층) ,65.65,064-722-7942,한식
3073,일반음식점,터보,제주특별자치도 제주시 신광로 82 6층 (연동),제주특별자치도 제주시 연동 263번지 9호 ,217.88,,호프/통닭
3074,일반음식점,착한튀김,제주특별자치도 제주시 진남로6길 20 (화북일동),제주특별자치도 제주시 화북일동 1973번지 20호 ,41.4,064-723-3392,분식
3075,일반음식점,수구레해장국2호점,제주특별자치도 제주시 비월길 7 (연동),제주특별자치도 제주시 연동 314번지 88호 ,55.62,,한식
3076,일반음식점,모살왓,제주특별자치도 제주시 한경면 두신로 21-28,제주특별자치도 제주시 한경면 신창리 570번지 1호 ,66.1,064-772-3046,한식
3077,일반음식점,맵수다한라대점,제주특별자치도 제주시 한라대학로 72 (노형동),제주특별자치도 제주시 노형동 1554번지 ,114.07,,한식
3078,일반음식점,자연뜨락,제주특별자치도 제주시 연화로2길 16-1 (연동),제주특별자치도 제주시 연동 1532번지 1호 (1층) ,98.88,064-722-9341,한식
3079,일반음식점,조마루뼈다귀노형점,제주특별자치도 제주시 수덕로 83 (노형동),제주특별자치도 제주시 노형동 2586번지 2호 ,409.5,064-711-3535,탕류(보신용)
3080,일반음식점,어영해녀촌원,제주특별자치도 제주시 월성로 18 2층 (용담이동),제주특별자치도 제주시 용담이동 2745번지 2호 ,455.85,064-743-9700,회집
3081,일반음식점,김희선몸국,제주특별자치도 제주시 흥운길 73 (용담이동),제주특별자치도 제주시 용담이동 454번지 1호 ,26.4,,한식
3082,일반음식점,옆전열단냥,제주특별자치도 제주시 다랑곶길 19 (노형동),제주특별자치도 제주시 노형동 1277번지 5호 ,49.84,,호프/통닭
3083,일반음식점,차이,제주특별자치도 제주시 광양13길 12 (이도이동),제주특별자치도 제주시 이도이동 1181번지 7호 ,89.1,064-751-6668,중국식
3084,일반음식점,살루트바,제주특별자치도 제주시 월랑로 59 (노형동),제주특별자치도 제주시 노형동 2577번지 4호 ,251.15,064-749-7179,까페
3085,일반음식점,첫번째,제주특별자치도 제주시 서부두길 2 (건입동),제주특별자치도 제주시 건입동 1319번지 80호 ,23.86,064-727-2525,회집
3086,일반음식점,도감집,제주특별자치도 제주시 한라대학로 86 (노형동),제주특별자치도 제주시 노형동 1561번지 4호 ,162.64,064-743-0609,식육(숯불구이)
3087,일반음식점,제주관,제주특별자치도 제주시 우평로 28-2 (노형동),제주특별자치도 제주시 노형동 3083번지 3호 ,319.28,064-746-5255,기타
3088,일반음식점,제주일성콘도미니엄1,제주특별자치도 제주시 한림읍 한림로 127 지하1층,제주특별자치도 제주시 한림읍 금능리 1625번지 ,817.4,064-796-8400,한식
3089,일반음식점,푸주옥노형점,제주특별자치도 제주시 월랑로 65 (노형동),제주특별자치도 제주시 노형동 2577번지 1호 ,280.5,064-744-6788,한식
3090,일반음식점,산내들내,제주특별자치도 제주시 조천읍 번영로 1338,제주특별자치도 제주시 조천읍 대흘리 1214번지 8호 ,153.9,064-784-1881,한식
3091,일반음식점,영자네마당,제주특별자치도 제주시 가령로 19 (이도이동),제주특별자치도 제주시 이도이동 360번지 ,112.5,064-759-9955,한식
3092,일반음식점,쩐의,제주특별자치도 제주시 서광로2길 11-2 (오라일동),제주특별자치도 제주시 오라일동 2444번지 14호 ,105.6,064-756-9720,탕류(보신용)
3093,일반음식점,도남오거리외도점,제주특별자치도 제주시 우정로7길 26-3 (외도일동),제주특별자치도 제주시 외도일동 533번지 2호 ,371.27,064-743-9255,식육(숯불구이)
3094,일반음식점,전설의떡볶이,제주특별자치도 제주시 남녕로 47 (노형동),제주특별자치도 제주시 노형동 1047번지 1호 ,24.92,064-743-1346,분식
3095,일반음식점,쭈꾸미블루스,제주특별자치도 제주시 국기로2길 12 1층 (연동),제주특별자치도 제주시 연동 1500번지 4호 ,89.1,,경양식
3096,일반음식점,아사히,제주특별자치도 제주시 과원북4길 85 (연동),제주특별자치도 제주시 연동 1458번지 1호 ,305.96,064-742-3430,일식
3097,일반음식점,칠일칠팔,제주특별자치도 제주시 한림읍 문화길 5,제주특별자치도 제주시 한림읍 한림리 1367번지 7호 ,98.4,064-796-7178,한식
3098,일반음식점,국수고을,제주특별자치도 제주시 삼성로 63 (일도이동),제주특별자치도 제주시 일도이동 1034번지 12호 ,99,064-724-1199,한식
