"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"한또바기",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천18길 65,,,3,,,,,,33.53768516,126.6473002,2017-08-18
TH in the house,민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 207동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"키그린하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 곱은달남길 54,,,2,,,,,,33.5062048,126.6709826,2017-08-18
"아르떼(ARTE)",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 평사길 2,,,1,,,,,,33.54285931,126.6726733,2017-08-18
"선흘",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선교로 198,,,3,,,,,,33.48577107,126.6992265,2017-08-18
"북촌노을",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌북길 58-13,,,3,,,,,,33.54980443,126.6917461,2017-08-18
"거북이네민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕남14길 20,,,3,,,,,,33.53407615,126.6744482,2017-08-18
"제주애제주",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕서2길 13,,,2,,,,,,33.54086588,126.6622601,2017-08-18
"함덕민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신북로 540-10,,,5,,,,,,,,2017-08-18
"달과별",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선화길 21,,,4,,,,,,33.45831336,126.7127451,2017-08-18
1950와이너리,민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 2064. 가동,,,3,,,,,,33.45024478,126.6637961,2017-08-18
"우진샘",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 우진길 38-10,,,3,,,,,,33.46239331,126.7012415,2017-08-18
"썸머그리스(Summer greece)",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 378,,,10,,,,,,33.54779906,126.6568263,2017-08-18
"바다",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌북2길 7-17,,,2,,,,,,33.53707337,126.6194936,2017-08-18
"함덕535",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신북로 535-1,,,1,,,,,,33.54169807,126.6670897,2017-08-18
"안전 민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신북로 540-1,,,6,,,,,,33.54105444,126.667486,2017-08-18
"제마펜션",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌10길 41-1,,,3,,,,,,33.53201851,126.6265021,2017-08-18
"우리민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕14길 1,,,5,,,,,,33.54113857,126.6672216,2017-08-18
"정 민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신북로 540-3,,,7,,,,,,33.54091435,126.6674048,2017-08-18
"제주 필 하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 일주동로 1415,,,6,,,,,,33.54466428,126.6861142,2017-08-18
"그린힐 초록마을",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와흘로 372,,,2,,,,,,33.47317836,126.6449523,2017-08-18
"산과 바다사이",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 대흘6길 64,,,4,,,,,,33.49110106,126.6640403,2017-08-18
"함덕삼다민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 488,,,7,,,,,,33.54274661,126.6648886,2017-08-18
"동광민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕19길 2,,,5,,,,,,33.54075356,126.6698497,2017-08-18
"제주도유",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌10길 40,,,5,,,,,,33.53240962,126.6259185,2017-08-18
"제주오션힐로즈프린세스(로즈마린)",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 162,,,4,,,,,,33.55012804,126.6418281,2017-08-18
"돌담길에 수선화 펜션",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로 151. 제1동,,,3,,,,,,33.55207276,126.8115636,2017-08-18
"바람이 분다",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정3길 6,,,1,,,,,,33.55229663,126.7918146,2017-08-18
molang-e,민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정3길 42,,,1,,,,,,33.55473457,126.7940495,2017-08-18
"오름길벗 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 중산간동로 2231,,,4,,,,,,33.47212469,126.7814891,2017-08-18
"크리스마스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8.에이동,,,6,,,,,,33.50921599,126.9000226,2017-08-18
"조용한 생활",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월덕로 537,,,1,,,,,,33.50349676,126.7717693,2017-08-18
"종달바다펜션",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2428-18,,,2,,,,,,33.48937024,126.905935,2017-08-18
"하도별방",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1674. 제1호,,,1,,,,,,33.5271499,126.8810311,2017-08-18
"사마디",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로5길 21,,,1,,,,,,33.52059921,126.8866183,2017-08-18
"꽃지네",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로4길 21-4,,,2,,,,,,33.55173811,126.806525,2017-08-18
"마이바당",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로1길 28,,,1,,,,,,33.55451983,126.800139,2017-08-18
"종달 윤하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로1길 38-20,,,2,,,,,,33.4951592,126.8999626,2017-08-18
"자유게스트하우스민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 번영로 1997-4. 제1호,,,4,,,,,,33.43707392,126.7348632,2017-08-18
"데이빗",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로 104. 제3호,,,5,,,,,,33.5538599,126.7489102,2017-08-18
"아코제주집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕항 2길 8-1. 제1동,,,2,,,,,,33.55582192,126.7462732,2017-08-18
"소낭 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 1. 제1호,,,4,,,,,,33.55204004,126.790956,2017-08-18
"김녕장 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로19길 55,,,3,,,,,,33.55647447,126.7495621,2017-08-18
"풍차",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로3길 52,,,1,,,,,,33.55577164,126.8012341,2017-08-18
TJ 게스트하우스,민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원동길 2-1,,,3,,,,,,33.55442908,126.8095356,2017-08-18
"언덕위에 집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복남4길 43. 2동,,,1,,,,,,33.54752324,126.7130271,2017-08-18
"토끼섬 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로 121,,,6,,,,,,33.52205437,126.8940475,2017-08-18
"세화1번지",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화7길 41-1. 제2호,,,1,,,,,,33.52311847,126.8619843,2017-08-18
"평대 돌담 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대5길 51,,,2,,,,,,33.53289048,126.8418209,2017-08-18
"빨간지붕 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동북1길 8-21,,,2,,,,,,33.54033886,126.8287654,2017-08-18
"오고생이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 계룡길 20-2,,,1,,,,,,33.53730222,126.8359518,2017-08-18
"한동스테이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로 39. 1동,,,2,,,,,,33.53625405,126.8252158,2017-08-18
"김녕하세요",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로8길 4,,,5,,,,,,33.55378514,126.7479325,2017-08-18
"고등어 민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1026. 제1동,,,2,,,,,,33.5409187,126.8306922,2017-08-18
"종달리 지붕 스테이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로 64,,,3,,,,,,33.49254726,126.8962213,2017-08-18
"유행",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 79-4,,,2,,,,,,33.55779042,126.7927889,2017-08-18
"해일월 2호점",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕항3길 26-30,,,2,,,,,,33.55823545,126.7458441,2017-08-18
"슬로우",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달항길 33. 제1동,,,2,,,,,,33.49672842,126.909457,2017-08-18
"오름통나무집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자림로 1999-6 제1호,,,1,,,,,,33.48448874,126.7869893,2017-08-18
"달다락",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정5길 38-1,,,4,,,,,,33.55413718,126.7952287,2017-08-18
"달토끼여행",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세평항로 45-11 가동,,,2,,,,,,33.52750557,126.8536515,2017-08-18
"오름민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 충렬로 147-19,,,3,,,,,,33.5099419,126.8465907,2017-08-18
"제주나그네",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 804,,,3,,,,,,33.5558589,126.8254312,2017-08-18
"작은나무펜션",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕남2길 36 101동,,,6,,,,,,33.54844092,126.7424918,2017-08-18
"괜찮아",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해녀박물관길 27,,,6,,,,,,33.5233744,126.8622096,2017-08-18
"정이네 뜰",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도3길 103,,,1,,,,,,33.52628009,126.8811872,2017-08-18
"솔소리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로1길 124-6,,,3,,,,,,33.49585737,126.9081461,2017-08-18
"빨간풍차펜션",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕남2길 36 102동,,,7,,,,,,33.54844092,126.7424918,2017-08-18
"달콤스테이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복남2길 26-4,,,3,,,,,,33.54943266,126.7086139,2017-08-18
"아베끄 0426",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1084,,,2,,,,,,33.53952079,126.8357462,2017-08-18
"나뜨랑",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4,,,5,,,,,,33.52739415,126.8687663,2017-08-18
"제주 달리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로1길 32-1 제2동,,,4,,,,,,33.55465081,126.8000425,2017-08-18
"안녕 제주",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 일주동로 2245,,,5,,,,,,33.55141435,126.7702846,2017-08-18
"동촌하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 61-4,,,3,,,,,,33.49148236,126.9000188,2017-08-18
"고양이 정원",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정중길 28,,,2,,,,,,33.55751728,126.7924632,2017-08-18
"터낭하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 61 제2호,,,3,,,,,,33.55537608,126.7952415,2017-08-18
"라쿤 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로17길 22-10 나동,,,1,,,,,,33.55726179,126.7545635,2017-08-18
"세화 동백그늘",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화합전2길 20-6 제1호,,,1,,,,,,33.51277226,126.8597691,2017-08-18
"소소재",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로9길 26 나동,,,1,,,,,,33.55479359,126.8092862,2017-08-18
"큰동네",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로3길 18-1,,,2,,,,,,33.49463438,126.8989697,2017-08-18
"브릭스 제주",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로2길 6 제2동,,,1,,,,,,33.55465234,126.7429934,2017-08-18
"무이비엔",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로4길 3 (주건물),,,2,,,,,,33.53503608,126.8233775,2017-08-18
"안녕한 계절",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로1길 26-2,,,2,,,,,,33.55423783,126.8004186,2017-08-18
"한비",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자림로 2633 가동,,,1,,,,,,33.5211775,126.8346875,2017-08-18
"달빛고운민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 52-1 (2층.3층),,,6,,,,,,33.55533258,126.796406,2017-08-18
"평대림",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자림로 2635 나동,,,1,,,,,,33.52113001,126.8348337,2017-08-18
"평대 파노라마",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1250,,,1,,,,,,33.5321812,126.846742,2017-08-18
"샤",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로 184,,,2,,,,,,33.55625629,126.7575742,2017-08-18
"김녕한옥 용암정원",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로19길 42-6 밖거리,,,1,,,,,,33.55708645,126.7512858,2017-08-18
"벼리 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 면수1길 27,,,5,,,,,,33.52380031,126.8645885,2017-08-18
"미스장 언니네집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로1길 7,,,2,,,,,,33.53677292,126.8283826,2017-08-18
"월정소랑",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 79-3 제1호,,,1,,,,,,33.55762385,126.7928659,2017-08-18
"커피곰 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로 12 바깥채,,,1,,,,,,33.51839734,126.883849,2017-08-18
"문안",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정5길 18-11,,,1,,,,,,33.5531903,126.796551,2017-08-18
"제주 그집 위드 키즈",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대5길 40-4,,,3,,,,,,33.5315885,126.8424425,2017-08-18
"초록빛 이야기",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대9길 9 (주2),,,4,,,,,,33.52597455,126.8492984,2017-08-18
"동박생이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 89 주건물,,,1,,,,,,33.5584341,126.7928683,2017-08-18
"간새다리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 계룡길 26-20,,,1,,,,,,33.53836495,126.8365096,2017-08-18
"클레멘타인",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정중길 57 제1호,,,1,,,,,,33.55822159,126.7943041,2017-08-18
"월정숲",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정5길 51,,,1,,,,,,33.5548341,126.794737,2017-08-18
"루나마르 2",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 34 가동,,,3,,,,,,33.55474697,126.7916903,2017-08-18
"틈하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로7길 30-4,,,3,,,,,,33.55563771,126.8080805,2017-08-18
UFO 민박,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로 765,,,5,,,,,,33.48550237,126.3818396,2017-08-18
"바람자리 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림로 372-9,,,1,,,,,,33.39591997,126.2438893,2017-08-18
"하루 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 내동길 24,,,3,,,,,,33.4131344,126.2656488,2017-08-18
"캠피하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 5,,,1,,,,,,33.39411666,126.2414964,2017-08-18
"나금&한규  민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕4길 37,,,4,,,,,,33.43544932,126.2831403,2017-08-18
"협재머물다  민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림로 337,,,2,,,,,,33.3937564,126.2404011,2017-08-18
